id,amount_tsh,gps_height,longitude,latitude,num_private,region_code,district_code,population,construction_year,pump_age_yr,date_recorded_age_yr,funder_factorize,installer_factorize,wpt_name_factorize,basin_factorize,subvillage_factorize,region_factorize,lga_factorize,ward_factorize,scheme_management_factorize,permit_factorize,extraction_type_group_factorize,management_factorize,payment_factorize,payment_type_factorize,water_quality_factorize,quality_group_factorize,quantity_factorize,source_factorize,waterpoint_type_factorize,public_meeting_factorize,status_group
51762,300.0,1158,33.37181104,-3.5219862,0,17,1,328,1996,19,3,55,5,24390,1,18074,6,16,753,4,0,5,1,3,3,0,0,0,5,3,1,n/a
1639,300.0,1449,37.11648361,-3.17690646,0,3,7,1,2002,13,2,854,915,39545,2,3170,10,12,1059,5,1,5,4,6,6,0,0,0,4,3,0,n/a
17981,10.0,1074,37.13156863,-3.25841018,0,3,5,170,1999,16,2,54,46,39546,2,8764,10,56,607,5,1,0,4,2,2,0,0,0,0,0,0,n/a
18042,500.0,1113,38.38853476,-5.02721626,0,4,2,50,2008,7,4,10,256,39547,2,7085,5,44,751,0,0,0,0,1,1,0,0,1,0,0,0,n/a
25894,50.0,173,39.72257481,-10.73159765,0,9,4,300,2006,9,2,191,191,39548,3,1962,3,100,861,0,1,4,0,2,2,0,0,0,3,2,0,n/a
18132,20.0,269,38.41356445,-6.11886582,0,6,1,50,2009,6,4,203,18,39549,6,2708,8,22,452,6,1,1,5,2,2,0,0,0,6,0,0,n/a
9731,400.0,1505,35.51638933,-7.83524068,0,11,1,1,2009,6,4,375,391,0,7,19832,0,49,1312,0,1,2,0,0,0,0,0,2,3,2,0,n/a
10333,500.0,1300,30.69322553,-1.26154132,0,18,1,238,2002,13,4,21,5,39550,1,4603,4,4,9,4,1,0,0,1,1,0,0,0,0,0,0,n/a
396,500.0,1158,32.14908679,-3.60368268,0,17,5,389,2003,12,3,92,5,39551,5,19833,6,45,186,0,1,3,0,3,3,0,0,0,5,2,1,n/a
25433,500.0,1260,36.97253697,-3.26404973,0,2,7,150,1963,52,2,21,37,1862,2,19834,15,38,476,0,1,0,0,3,3,0,0,1,0,0,0,n/a
11399,500.0,1158,33.37181104,-3.5219862,0,17,1,328,1993,22,2,6,5,39552,1,13186,6,16,753,4,0,2,1,5,5,0,0,0,5,2,2,n/a
31007,500.0,1098,35.6070745,-10.74012093,0,10,4,800,2009,6,2,254,184,39553,3,223,9,123,1757,1,1,4,2,4,4,0,0,2,5,2,2,n/a
18822,30.0,1547,34.728585200000005,-4.26910294,0,13,1,232,2006,9,2,8,32,3915,4,19835,17,39,54,4,1,6,1,2,2,0,0,0,3,1,0,n/a
27827,500.0,296,36.92487042,-7.735785400000001,0,5,3,50,2000,15,4,116,230,10833,7,2154,19,40,1005,0,1,0,0,1,1,0,0,3,6,0,0,n/a
47700,1000.0,1531,37.95159486,-4.40885868,0,3,3,540,1998,17,2,40,209,39554,2,689,10,17,595,0,1,0,0,4,4,0,0,0,0,1,0,n/a
14193,300.0,1300,30.5297488,-2.53054285,0,18,30,312,1996,19,4,293,5,39555,1,19836,4,85,242,0,0,5,0,1,1,0,0,0,5,3,0,n/a
46699,500.0,98,39.01333555,-7.36827725,0,60,43,1500,2004,11,4,84,84,39556,6,19837,8,9,467,0,0,2,0,1,1,0,0,1,5,2,0,n/a
49699,300.0,366,36.86075873,-8.97018919,0,5,4,1,1978,37,4,21,5,4,7,4622,19,97,470,2,1,5,0,6,6,0,0,1,5,3,0,n/a
72914,500.0,501,34.63074845,-11.03930325,0,10,3,50,1992,23,2,11,9,39557,0,19838,9,96,1146,0,1,0,0,6,6,0,0,0,0,0,0,n/a
24535,500.0,1200,33.8314899,-5.05537227,0,14,3,1557,2005,10,3,956,1039,1,4,19839,7,105,1791,0,1,0,0,1,1,0,0,3,1,0,0,n/a
49846,500.0,406,38.20506968,-4.80853544,0,4,2,200,2006,9,4,383,2047,39558,2,4210,5,44,451,0,0,0,0,1,1,0,0,0,6,0,0,n/a
27110,500.0,1158,34.14426629999999,-3.07549775,0,17,6,209,1998,17,3,7,11,39559,1,636,6,11,136,4,1,3,1,1,1,0,0,0,5,2,0,n/a
29828,500.0,1355,34.97985993,-10.98629116,0,10,3,25,2002,13,2,21,28,39560,3,19840,9,96,962,4,1,0,1,3,3,0,0,0,0,0,1,n/a
73173,500.0,1158,33.81120847,-3.61620284,0,17,8,411,2005,10,3,7,5,145,4,166,6,46,742,7,1,0,7,2,2,0,0,0,6,1,0,n/a
59807,250.0,1277,30.05763391,-4.69105575,0,16,2,1200,2002,13,2,548,598,724,5,276,12,42,825,7,1,0,4,6,6,0,0,0,6,0,0,n/a
30737,500.0,300,38.84231321,-4.91021411,0,4,8,570,1983,32,4,5,5,3030,2,291,5,5,569,0,1,8,0,1,1,1,1,0,5,2,0,n/a
50319,500.0,1140,33.25781882,-2.78180832,0,19,4,383,1993,22,4,124,52,7937,1,18642,18,108,1626,0,1,2,0,1,1,0,0,0,5,2,0,n/a
27267,500.0,904,37.3812083,-3.32642053,0,3,4,30,1975,40,2,21,5,39561,2,8852,10,29,1087,0,1,0,0,3,3,0,0,1,0,0,0,n/a
54308,2000.0,1885,35.34581793,-4.13797736,0,21,3,163,1993,22,2,326,1227,39562,4,9785,2,35,877,0,1,3,0,0,0,0,0,0,5,2,0,n/a
41628,700.0,1285,30.58040735,-3.68463467,0,16,1,240,1993,22,2,102,92,39563,5,5247,12,28,1340,0,0,0,0,0,0,0,0,1,6,1,0,n/a
56360,500.0,1288,34.08948516,-1.69833985,0,20,3,250,1992,23,3,229,229,39564,1,16198,1,47,1356,0,1,3,0,1,1,5,5,0,5,2,2,n/a
16622,500.0,1300,30.73340786,-2.45541315,0,18,30,226,2002,13,4,235,95,39565,1,14883,4,85,1773,0,0,0,0,1,1,0,0,0,0,3,0,n/a
43432,500.0,1158,33.37181104,-3.5219862,0,17,1,165,1998,17,4,134,5,38,1,19819,6,16,145,4,0,3,1,1,1,0,0,0,5,2,0,n/a
44404,300.0,1140,33.39171887,-3.18217212,0,19,4,472,1996,19,4,124,52,6951,1,5902,18,108,442,0,1,5,0,1,1,0,0,2,5,3,0,n/a
50354,10.0,1401,35.66634877,-3.49600661,0,24,30,600,1994,21,2,351,355,21805,4,4920,15,86,1021,0,1,0,0,2,2,0,0,3,6,0,0,n/a
68698,300.0,136,38.80221888,-8.58151097,0,80,13,430,1995,20,2,21,5,35849,3,2492,13,102,1326,2,1,5,2,1,1,1,1,2,1,0,1,n/a
3977,500.0,1158,32.80010994,-3.27146557,0,17,3,226,1998,17,3,6,6,39566,1,14228,6,6,368,4,1,3,1,1,1,0,0,3,5,2,0,n/a
40031,500.0,1349,36.78054232,-3.36110023,0,2,7,90,1985,30,2,38,37,39567,2,1242,15,38,175,0,1,0,0,3,3,0,0,0,0,0,0,n/a
23191,50.0,300,39.15483341,-4.76986454,0,4,8,1,2009,6,4,5,5,15446,2,10897,5,5,5,0,1,1,0,1,1,1,1,1,4,0,0,n/a
59440,20.0,171,38.34821181,-6.63232632,0,6,1,50,2005,10,4,203,18,39568,6,1523,8,22,28,6,1,1,5,2,2,0,0,0,6,0,0,n/a
53544,30000.0,1389,36.12056019,-7.83198374,0,11,7,120,2009,6,4,479,500,0,7,19841,0,27,2078,0,1,5,0,6,6,0,0,0,3,3,0,n/a
57825,1200.0,1365,30.27381905,-4.47909288,0,16,2,250,1974,41,2,21,5,1443,5,5148,12,42,1468,7,0,0,4,0,0,0,0,0,6,0,0,n/a
35534,500.0,1200,33.06644967,-4.62147803,0,14,1,698,2002,13,2,8,32,39569,5,19842,7,92,1046,0,1,8,1,4,4,0,0,0,3,2,0,n/a
30093,500.0,1140,33.08579615,-2.6398872200000003,0,19,2,657,1998,17,3,20,5,39570,1,19843,18,76,1033,0,1,3,0,1,1,1,1,1,5,2,0,n/a
59732,500.0,51,39.71319823,-10.35305524,0,99,1,400,1980,35,2,3,186,178,3,37,3,84,210,0,1,1,0,6,6,0,0,0,3,1,0,n/a
50472,500.0,1200,32.58464502,-5.01918499,0,14,3,102,1999,16,2,446,464,39571,5,19844,7,105,734,0,1,0,0,1,1,0,0,0,1,0,0,n/a
63806,500.0,1300,31.35955601,-3.18559561,0,18,4,547,2003,12,4,60,5,39572,5,15696,4,59,94,0,1,3,0,6,6,0,0,0,5,2,0,n/a
11743,300.0,2104,34.79559684,-9.46993616,0,11,4,50,2009,6,4,59,13,0,7,7786,0,15,365,0,0,1,0,6,6,0,0,0,0,0,0,n/a
27778,500.0,3,39.37400575,-9.57625466,0,80,23,1,2010,5,2,173,171,39573,3,3994,13,19,699,0,0,4,0,1,1,1,1,1,3,2,2,n/a
4460,300.0,192,38.5586273,-11.22407722,0,90,63,96,2008,7,2,214,208,39574,3,890,3,3,3,0,1,5,0,1,1,1,1,3,5,3,0,n/a
45776,500.0,265,36.89986682,-7.85773678,0,5,3,300,1979,36,4,21,5,3889,7,6758,19,40,468,6,1,0,0,1,1,0,0,1,6,0,0,n/a
46743,500.0,1558,34.66067252,-1.86151657,0,20,2,600,1994,21,2,20,35,145,1,4020,1,1,1260,1,1,3,2,1,1,0,0,1,5,2,1,n/a
68878,8000.0,914,31.36576891,-7.3159006999999985,0,15,1,400,2009,6,4,76,5,39575,8,5186,11,87,575,0,1,0,0,0,0,0,0,1,0,0,0,n/a
20967,30.0,608,39.237324,-10.82424291,0,90,33,350,1999,16,2,3,69,4489,3,49,3,91,1699,0,0,0,0,2,2,0,0,1,0,1,0,n/a
59833,500.0,879,35.96993512,-2.98680857,0,2,1,1,1990,25,2,25,19,39576,4,19845,15,109,1517,0,2,0,0,1,1,0,0,0,0,0,2,n/a
53635,500.0,1881,35.44389939,-3.83631565,0,21,3,365,2003,12,2,460,479,39577,4,2322,2,35,959,9,1,0,8,1,1,0,0,0,6,0,0,n/a
45831,50.0,1364,30.64121317,-3.82854647,0,16,1,450,2005,10,2,1978,1406,39578,5,19846,12,28,974,6,0,1,5,3,3,0,0,0,3,0,0,n/a
59065,100.0,83,39.17428201,-6.69710654,0,7,1,259,2010,5,2,66,59,111,6,319,20,118,677,0,0,1,0,2,2,0,0,1,6,0,0,n/a
8700,500.0,1300,31.17285859,-1.49736524,0,18,1,457,2002,13,4,70,5,39579,1,11003,4,4,1079,0,1,0,0,1,1,0,0,0,0,0,0,n/a
6965,500.0,1700,33.53616462,-9.16931697,0,12,4,286,2000,15,4,25,19,39580,0,889,16,32,40,0,2,0,0,1,1,0,0,1,0,0,0,n/a
56369,500.0,158,37.64235054,-7.42913236,0,5,2,800,1986,29,4,251,34,4,6,538,19,69,1291,0,1,3,0,4,4,3,3,2,5,2,0,n/a
74106,500.0,1158,33.37181104,-3.5219862,0,17,1,268,1998,17,2,59,5,2014,1,1340,6,16,929,4,0,3,1,5,5,6,1,0,5,2,0,n/a
23763,300.0,1360,30.63665223,-5.74754975,0,15,1,214,1985,30,2,53,79,6842,5,979,11,87,178,7,1,5,7,1,1,0,0,0,3,2,0,n/a
38235,50.0,465,37.91787249,-9.79810214,0,80,43,350,1960,55,2,21,28,39581,3,2907,13,103,836,0,1,1,0,3,3,0,0,2,6,0,1,n/a
51342,300.0,1364,37.65800699,-3.59437171,0,3,2,120,1972,43,2,21,93,39582,2,18606,10,57,508,5,0,0,4,6,6,0,0,0,6,3,0,n/a
29236,500.0,151,38.73847402,-7.03170946,0,6,3,1,1972,43,4,21,126,39583,6,544,8,101,488,0,0,0,0,1,1,0,0,0,0,0,0,n/a
8314,500.0,1700,33.80721007,-9.47418228,0,12,3,76,2000,15,4,11,21,39584,0,5401,16,25,311,0,1,0,0,1,1,0,0,2,0,0,0,n/a
38335,300.0,137,37.79057668,-7.38610247,0,5,2,300,1986,29,4,648,34,39585,6,19847,19,69,1092,0,1,5,0,1,1,3,3,2,5,3,0,n/a
42494,500.0,1300,30.97522711,-1.70345103,0,18,1,244,2002,13,4,21,5,519,1,2815,4,4,1401,2,1,0,2,1,1,0,0,4,1,0,0,n/a
25358,50.0,-11,39.37481205,-7.08805255,0,60,43,470,2009,6,4,585,2244,111,6,4960,8,9,371,0,0,1,0,1,1,0,0,0,3,1,0,n/a
52693,500.0,1700,33.79862841,-9.1456791,0,12,4,218,2000,15,4,25,19,39586,0,3492,16,32,1546,0,2,0,0,1,1,0,0,0,6,0,0,n/a
66427,5000.0,1350,34.81552471,-9.86145571,0,11,5,1,2009,6,4,67,5,0,0,13108,0,0,1509,0,0,0,0,4,4,0,0,0,0,0,0,n/a
20769,500.0,1291,38.4694979,-4.9370822,0,4,1,1,2008,7,4,21,5,39587,2,3740,5,37,1480,0,1,0,0,1,1,0,0,0,0,0,0,n/a
24754,50.0,1439,36.68692088,-3.35640144,0,2,2,200,2000,15,2,21,5,1148,2,1198,15,24,369,0,1,0,0,2,2,0,0,1,0,0,0,n/a
3797,500.0,1029,29.89400598,-4.85188835,0,16,3,145,1984,31,2,102,5,39588,5,7544,12,18,345,4,1,0,0,3,3,0,0,0,6,1,2,n/a
53859,500.0,1393,37.61411332,-3.23486887,0,3,1,1,2003,12,2,269,237,39589,2,874,10,20,384,8,1,0,6,6,6,0,0,1,0,0,0,n/a
27206,300.0,301,36.99734576,-7.59904062,0,5,1,45,2008,7,4,163,158,39590,7,1660,19,80,434,0,1,0,1,4,4,0,0,0,6,0,0,n/a
58407,100.0,158,37.954223,-7.05318337,0,5,2,650,1997,18,4,77,5,39591,6,12624,19,69,1387,0,1,3,0,6,6,1,1,1,5,2,0,n/a
13374,1000.0,555,36.84687719,-11.40299911,0,10,1,1,1995,20,2,11,9,4725,3,6556,9,74,293,0,0,0,0,0,0,0,0,0,6,0,0,n/a
11028,500.0,1307,35.85873236,-4.19882237,0,21,1,96,2012,3,2,21,5,20146,4,9615,2,81,332,0,1,0,0,1,1,0,0,0,0,0,0,n/a
38930,500.0,1300,30.48087247,-2.60960906,0,18,30,417,2002,13,4,235,95,2402,1,11132,4,85,683,0,0,0,0,1,1,0,0,2,0,0,0,n/a
26982,300.0,1405,30.43874323,-5.65050783,0,15,1,154,1984,31,2,53,79,10602,5,185,11,87,178,7,1,5,7,1,1,0,0,0,3,2,0,n/a
14778,20.0,434,37.12319095,-6.6850878,0,5,1,90,2010,5,4,130,119,39592,6,9026,19,80,602,4,1,1,1,2,2,0,0,1,5,0,0,n/a
51587,500.0,1666,35.25054099,-8.11153365,0,11,1,769,2004,11,4,308,308,0,7,2697,0,49,904,0,1,0,0,1,1,0,0,0,0,0,0,n/a
17015,20.0,198,39.84135667,-10.45324748,0,99,1,209,2012,3,2,84,74,39593,3,19848,3,84,957,0,1,1,0,2,2,0,0,0,3,1,0,n/a
25028,500.0,1373,36.69994164,-2.72546811,0,2,6,200,2001,14,2,85,5,289,4,22,15,66,1091,0,1,0,8,1,1,0,0,1,0,0,0,n/a
35293,500.0,1630,34.88622974,-8.88008464,0,11,4,40,2009,6,4,38,65,39594,7,2057,0,15,1067,0,0,3,0,4,4,0,0,0,7,2,0,n/a
8068,200.0,287,36.85461193,-7.95535764,0,5,3,500,1985,30,4,21,34,1336,7,680,19,40,266,2,1,1,0,4,4,0,0,1,3,0,0,n/a
73052,50.0,-12,38.89519561,-6.44431432,0,6,1,60,2007,8,4,23,266,28722,6,4157,8,22,464,3,0,1,3,2,2,0,0,0,3,0,0,n/a
51753,50.0,1473,35.56193433,-4.54400156,0,21,2,1655,2009,6,2,744,778,21055,4,13527,2,52,2055,0,1,1,0,1,1,0,0,1,1,0,0,n/a
15035,500.0,1621,34.66432861,-1.83350848,0,20,2,600,1998,17,2,20,35,39595,1,3362,1,1,1260,1,1,3,2,1,1,0,0,1,5,2,1,n/a
60817,500.0,1383,34.49473905,-1.99875226,0,20,2,250,1994,21,3,20,52,39596,1,4045,1,1,1,4,2,9,1,1,1,0,0,3,5,3,2,n/a
55374,50.0,2109,35.42793848,-4.23075925,0,21,1,1,1998,17,2,155,324,1047,4,2587,2,81,408,5,1,6,4,2,2,0,0,1,0,0,0,n/a
10096,50.0,1700,33.01458228,-8.44029892,0,12,1,147,2006,9,4,21,28,39597,8,10221,16,82,162,0,1,1,0,2,2,0,0,0,0,0,0,n/a
12074,50.0,-26,39.35034559,-6.84879096,0,7,3,25,2000,15,2,66,59,39598,6,10253,20,73,580,11,0,6,10,2,2,1,1,0,3,0,0,n/a
50198,500.0,1140,32.50111235,-2.72979154,0,19,5,1668,2006,9,4,59,689,947,1,1327,18,48,1852,0,1,4,0,1,1,6,1,0,3,2,0,n/a
33773,500.0,1158,33.37181104,-3.5219862,0,17,1,137,1998,17,3,6,5,18,1,142,6,16,881,4,0,3,1,5,5,6,1,0,5,2,0,n/a
6287,500.0,528,34.67652885,-11.03989949,0,10,3,320,1992,23,2,11,9,4,0,61,9,96,1146,0,1,0,0,3,3,0,0,2,0,0,0,n/a
16222,500.0,1700,33.06457449,-8.56681701,0,12,1,204,1985,30,4,21,28,39599,8,4702,16,82,976,0,1,0,0,6,6,0,0,0,0,0,0,n/a
13418,500.0,1098,37.09068099,-3.25652794,0,3,7,1,2003,12,2,13,10,39600,2,16055,10,12,26,5,1,0,4,6,6,0,0,0,0,0,0,n/a
243,500.0,1661,34.42808748,-1.37580693,0,20,1,50,1995,20,3,20,52,39601,1,46,1,72,761,2,1,3,9,3,3,0,0,0,5,2,2,n/a
5673,500.0,1700,33.62253085,-9.33970094,0,12,4,369,2000,15,4,25,19,39602,0,19849,16,32,1877,0,2,0,0,1,1,0,0,1,6,0,0,n/a
38441,300.0,1158,32.61096966,-3.87134207,0,17,3,242,1999,16,2,846,907,7734,1,2519,6,7,1073,2,1,5,3,3,3,2,2,1,5,3,0,n/a
57081,500.0,447,34.62366575,-10.53689338,0,10,3,90,2001,14,2,11,9,39603,0,8747,9,96,1534,0,1,0,0,6,6,0,0,0,0,0,0,n/a
14525,500.0,249,36.69250107,-8.20035929,0,5,3,1500,1993,22,4,77,5,4,7,19850,19,97,364,2,1,2,0,6,6,0,0,0,5,2,0,n/a
13389,500.0,1186,34.37448951,-1.57074091,0,20,2,2000,2001,14,2,164,329,2581,1,19851,1,1,1361,4,2,0,1,1,1,0,0,0,2,1,1,n/a
65683,500.0,1158,33.49295147,-3.62772203,0,17,7,195,1996,19,3,6,5,1277,4,3042,6,110,336,4,0,8,1,3,3,1,1,1,7,2,1,n/a
21136,500.0,-15,38.97835661,-6.49413824,0,6,1,220,1986,29,4,609,1711,39604,6,5704,8,22,380,0,0,4,0,1,1,0,0,0,5,2,0,n/a
34199,500.0,1936,34.72437676,-9.32841823,0,11,4,20,2003,12,4,67,33,0,7,8287,0,15,1013,2,0,9,3,1,1,0,0,0,5,2,2,n/a
25206,500.0,1737,35.5286443,-3.80037933,0,21,3,258,2007,8,2,507,541,39605,4,16334,2,35,50,0,1,3,0,1,1,0,0,0,5,2,0,n/a
55334,50.0,22,39.18072761,-6.94423137,0,7,2,20,2010,5,2,66,59,39606,6,333,20,71,321,9,0,1,3,2,2,0,0,0,3,0,1,n/a
30168,500.0,1116,37.58637082,-3.32424323,0,3,4,1,1983,32,2,21,28,39607,2,7777,10,29,206,6,1,0,5,1,1,0,0,1,0,3,0,n/a
19998,500.0,1140,33.43138167,-2.84779451,0,19,4,298,1998,17,4,124,52,39608,1,19852,18,108,943,0,1,3,0,0,0,0,0,0,5,2,0,n/a
27760,500.0,1700,33.60711191,-9.03381466,0,12,4,154,2000,15,4,25,19,202,0,3176,16,32,638,0,2,0,0,1,1,0,0,1,0,0,0,n/a
70205,500.0,1200,33.93073376,-4.20121034,0,14,2,970,2002,13,3,64,379,39609,4,1139,7,78,1066,7,1,0,0,2,2,5,5,1,2,1,0,n/a
32421,500.0,1337,37.40278649,-3.2944465,0,3,4,130,1963,52,2,21,5,39610,2,14361,10,29,1839,0,1,0,0,3,3,0,0,0,0,3,0,n/a
40287,500.0,1158,32.07853496,-3.30128555,0,17,5,102,2003,12,3,92,5,39611,5,142,6,45,734,4,1,3,1,3,3,0,0,0,5,2,1,n/a
4537,6000.0,1252,35.84550391,-4.31950317,0,21,1,1296,1998,17,2,242,5,31,4,2976,2,81,1149,0,1,3,0,0,0,0,0,0,5,2,0,n/a
46300,300.0,284,39.05388143,-10.8701164,0,90,33,1,1985,30,2,95,86,24926,3,538,3,79,888,0,1,5,0,3,3,0,0,2,5,3,0,n/a
49063,500.0,1140,33.44930317,-2.83705731,0,19,4,371,1998,17,4,124,52,0,1,19853,18,108,710,0,1,3,0,1,1,0,0,0,5,2,0,n/a
73414,500.0,1190,30.48680435,-4.21254895,0,16,2,4521,1996,19,2,43,5,39612,5,19854,12,42,999,7,0,3,0,1,1,0,0,0,5,2,0,n/a
54220,500.0,1300,31.52512829,-1.60047145,0,18,2,240,2002,13,4,189,5,39613,1,13002,4,65,537,0,0,0,0,1,1,0,0,0,0,0,0,n/a
2838,500.0,1140,32.92558756,-2.68427962,0,19,7,452,1998,17,4,20,35,39614,1,19855,18,54,1569,0,1,3,0,1,1,0,0,1,5,2,1,n/a
46979,500.0,1700,32.75946418,-9.07220273,0,12,6,163,1995,20,4,38,30,19032,8,3789,16,68,625,0,0,3,0,4,4,0,0,1,5,2,0,n/a
34307,300.0,1158,32.57818944,-3.81300613,0,17,3,393,1999,16,2,7,5,28,1,19115,6,7,1456,2,1,5,1,3,3,2,2,1,5,3,0,n/a
36899,500.0,2004,34.18102914,-9.34468223,0,11,3,31,1985,30,4,21,23,0,0,557,0,30,101,0,0,0,0,1,1,0,0,0,0,0,2,n/a
27797,20.0,1007,36.70947394,-3.60755355,0,21,4,200,2006,9,2,483,507,2542,2,2124,2,2,302,0,1,1,0,2,2,0,0,0,3,0,0,n/a
48131,50.0,1518,36.78686652,-3.10926525,0,2,7,98,2007,8,2,79,37,4950,4,1857,15,38,159,0,1,1,0,3,3,0,0,1,3,0,0,n/a
70738,300.0,300,38.39439237,-5.14934235,0,4,2,47,2005,10,4,486,514,6372,2,3610,5,44,1567,0,1,5,0,1,1,0,0,4,5,3,0,n/a
56821,500.0,1564,37.52899426,-3.2706867,0,3,4,30,1972,43,2,21,5,39615,2,9237,10,29,273,0,1,0,0,1,1,0,0,0,0,3,2,n/a
35203,300.0,1158,34.06441828,-3.77427539,0,17,8,1255,2000,15,3,7,5,39616,4,19856,6,46,1948,4,0,5,1,3,3,0,0,1,5,3,2,n/a
67513,500.0,364,37.63872043,-6.11414173,0,5,6,80,1980,35,4,302,5,39617,6,3469,19,62,512,0,1,2,0,1,1,0,0,1,5,2,0,n/a
48623,500.0,268,39.09241927,-10.4561129,0,90,33,1,1995,20,2,76,69,4,3,338,3,79,1690,0,0,0,0,1,1,0,0,2,0,1,0,n/a
48526,500.0,1158,32.06265638,-3.34036851,0,17,5,102,2003,12,3,12,2,39618,5,4643,6,45,734,4,1,3,1,3,3,0,0,1,5,2,1,n/a
71696,500.0,1158,33.37181104,-3.5219862,0,17,1,450,1998,17,2,440,5,35824,1,704,6,16,736,4,0,3,1,3,3,0,0,0,5,2,1,n/a
507,500.0,1700,33.94311547,-9.48256962,0,12,3,94,2000,15,4,34,27,39619,0,4562,16,25,44,0,1,0,0,1,1,0,0,2,0,0,0,n/a
7283,50.0,359,37.4716383,-6.41655597,0,5,6,1,1997,18,4,21,1154,14170,6,10266,19,62,123,1,1,1,2,5,5,1,1,1,3,3,2,n/a
3421,20.0,609,39.2489509,-10.84469715,0,90,33,150,1997,18,2,3,69,20383,3,6548,3,91,834,0,0,0,0,2,2,0,0,1,0,1,0,n/a
15585,20.0,-6,38.86509878,-5.71618824,0,4,5,500,2002,13,4,31,5,2192,2,19857,5,115,496,0,0,5,0,2,2,1,1,2,5,2,0,n/a
44581,500.0,1292,33.8792044,-1.75147895,0,20,3,250,1993,22,3,229,229,1158,1,3,1,47,886,0,1,3,0,3,3,0,0,0,5,2,2,n/a
72733,500.0,466,34.64033249,-11.05367781,0,10,3,90,1992,23,2,11,9,39620,0,1206,9,96,1146,0,1,0,0,6,6,0,0,0,0,0,0,n/a
46120,300.0,824,29.64730299,-4.85789714,0,16,4,5212,1985,30,2,271,264,3896,5,1216,12,119,792,1,1,5,2,1,1,0,0,2,8,1,2,n/a
29358,500.0,1140,33.09751023,-3.05608672,0,19,7,1337,1998,17,4,20,35,39621,1,19858,18,54,1806,0,1,3,0,0,0,0,0,1,5,2,0,n/a
5664,500.0,1699,34.65433229,-9.0849863,0,11,4,85,1978,37,4,3,5,39622,7,1284,0,15,16,6,1,0,5,6,6,0,0,3,6,0,0,n/a
2285,50.0,1120,35.39322563,-6.39453874,0,1,6,1280,2000,15,4,22,89,2924,4,3736,14,95,664,0,1,6,0,2,2,0,0,0,3,0,0,n/a
5661,300.0,1700,32.92827281,-9.35572745,0,12,5,136,2004,11,4,25,19,4,0,12273,16,60,261,0,0,5,0,3,3,3,3,2,5,3,0,n/a
47657,300.0,1200,32.87436656,-4.13810333,0,14,1,215,1989,26,3,12,156,39623,5,11836,7,92,426,0,0,5,0,1,1,0,0,0,5,3,2,n/a
40777,50.0,1200,33.40153748,-4.2387468,0,14,2,1259,2005,10,3,64,379,38191,4,7133,7,78,1838,7,1,1,0,2,2,1,1,0,3,1,0,n/a
23177,50.0,186,38.35338326,-6.63557096,0,6,1,20,2010,5,4,23,18,607,6,2526,8,22,28,6,1,1,3,2,2,0,0,0,6,0,2,n/a
62023,500.0,1392,37.5094891,-3.28589026,0,3,4,1,1972,43,2,21,5,178,2,7600,10,29,273,0,1,0,0,1,1,0,0,0,0,3,2,n/a
46834,300.0,1300,31.44635985,-1.5381142,0,18,2,197,1996,19,4,21,5,5953,1,16215,4,65,1490,0,1,5,0,1,1,0,0,1,5,3,0,n/a
54573,500.0,1659,34.88326131,-11.05053135,0,10,3,1,2004,11,2,21,28,39624,0,10047,9,96,1130,0,1,0,0,3,3,0,0,2,0,0,1,n/a
2311,500.0,1552,35.13982732,-9.25751613,0,11,4,45,1975,40,4,1979,2245,30305,7,2,0,15,381,6,1,0,5,6,6,0,0,0,6,0,0,n/a
36977,500.0,1685,34.88278995,-11.0154262,0,10,3,1,1995,20,2,11,9,39625,0,16635,9,96,1085,0,1,0,0,3,3,0,0,2,0,0,1,n/a
62283,500.0,600,35.40038652,-11.41271689,0,10,2,1600,1988,27,2,11,5,1636,3,22,9,106,1373,0,1,4,0,4,4,0,0,3,5,2,0,n/a
62935,500.0,1120,35.87646345,-4.6706599,0,1,1,501,2005,10,4,27,5,39626,4,19389,14,26,33,0,0,0,0,1,1,0,0,3,0,0,0,n/a
28008,2000.0,500,37.36271879,-6.02831228,0,5,1,1800,1995,20,4,111,168,37856,6,37,19,80,1319,0,1,2,0,0,0,0,0,1,5,2,0,n/a
60373,500.0,1700,32.78035107,-8.99482741,0,12,6,279,1995,20,4,38,30,39627,8,869,16,68,174,0,0,3,0,4,4,0,0,0,5,2,0,n/a
34523,50.0,1158,32.94182351,-3.90864174,0,17,3,2410,2004,11,3,21,5,39628,4,13714,6,7,2001,0,1,1,0,2,2,0,0,1,3,0,0,n/a
46550,300.0,1200,32.89312624,-4.3382324,0,14,1,1257,1989,26,2,21,11,233,5,3105,7,92,1642,0,0,5,0,1,1,0,0,1,5,3,2,n/a
12068,50.0,1140,33.08579615,-2.6398872200000003,0,19,6,164,2007,8,4,21,28,21660,1,4811,18,34,45,0,1,1,0,3,3,3,3,2,3,1,0,n/a
4365,70.0,184,39.8452655,-10.74852632,0,99,1,250,1978,37,2,68,61,39629,3,19859,3,84,787,0,1,1,0,2,2,0,0,0,3,1,0,n/a
49342,500.0,1324,34.98730938,-10.96131178,0,10,3,86,2000,15,2,219,216,30937,3,9989,9,96,610,4,1,0,1,6,6,0,0,0,0,0,1,n/a
6418,500.0,1700,33.09961844,-9.02696675,0,12,6,68,1995,20,4,38,30,39630,8,19860,16,68,447,0,0,3,0,4,4,0,0,0,5,2,0,n/a
